run,total_reward,visited_count,final_soc,final_clock,steps
0,609.8623000300223,8,79.7246000600446,60.275399939955406,9
1,609.8623000300223,8,79.7246000600446,60.275399939955406,9
2,609.8623000300223,8,79.7246000600446,60.275399939955406,9
3,609.8623000300223,8,79.7246000600446,60.275399939955406,9
4,609.8623000300223,8,79.7246000600446,60.275399939955406,9
