run,total_reward,visited_count,final_soc,final_clock,steps
0,606.9724000564197,8,97.76393202250021,58.05519988716054,10
1,606.9724000564197,8,97.76393202250021,58.05519988716054,10
2,606.9724000564197,8,97.76393202250021,58.05519988716054,10
3,606.9724000564197,8,97.76393202250021,58.05519988716054,10
4,606.9724000564197,8,97.76393202250021,58.05519988716054,10
